Ward,Neighbourhood Number,Neighbourhood Name,Age,Female,Male,Other
WARD 9,5080,BRANDER GARDENS,44,7,11,0
WARD 9,5080,BRANDER GARDENS,45,21,13,0
WARD 9,5080,BRANDER GARDENS,46,15,18,0
WARD 9,5080,BRANDER GARDENS,47,10,24,0
WARD 9,5080,BRANDER GARDENS,48,14,5,0
WARD 9,5080,BRANDER GARDENS,49,11,10,0
WARD 9,5080,BRANDER GARDENS,50,10,5,0
WARD 9,5080,BRANDER GARDENS,51,13,6,0
WARD 9,5080,BRANDER GARDENS,52,11,12,0
WARD 9,5080,BRANDER GARDENS,53,18,17,0
WARD 9,5080,BRANDER GARDENS,54,15,14,0
WARD 9,5080,BRANDER GARDENS,55,14,13,0
WARD 9,5080,BRANDER GARDENS,56,26,10,0
WARD 9,5080,BRANDER GARDENS,57,22,11,0
WARD 9,5080,BRANDER GARDENS,58,20,11,0
WARD 9,5080,BRANDER GARDENS,59,18,12,0
WARD 9,5080,BRANDER GARDENS,60,16,13,0
WARD 9,5080,BRANDER GARDENS,61,16,9,0
WARD 9,5080,BRANDER GARDENS,62,16,13,0
WARD 9,5080,BRANDER GARDENS,63,18,18,0
WARD 9,5080,BRANDER GARDENS,64,14,9,0
WARD 9,5080,BRANDER GARDENS,65,9,9,0
WARD 9,5080,BRANDER GARDENS,66,11,11,0
WARD 9,5080,BRANDER GARDENS,67,16,7,0
WARD 9,5080,BRANDER GARDENS,68,17,5,0
WARD 9,5080,BRANDER GARDENS,69,20,7,0
WARD 9,5080,BRANDER GARDENS,70,13,11,0
WARD 9,5080,BRANDER GARDENS,71,14,8,0
WARD 9,5080,BRANDER GARDENS,72,9,6,0
WARD 9,5080,BRANDER GARDENS,73,12,4,0
WARD 9,5080,BRANDER GARDENS,74,12,8,0
WARD 9,5080,BRANDER GARDENS,75,11,3,0
WARD 9,5080,BRANDER GARDENS,76,8,8,0
WARD 9,5080,BRANDER GARDENS,77,13,14,0
WARD 9,5080,BRANDER GARDENS,78,9,9,0
WARD 9,5080,BRANDER GARDENS,79,8,7,0
WARD 9,5080,BRANDER GARDENS,80,10,4,0
WARD 9,5080,BRANDER GARDENS,81,2,2,0
WARD 9,5080,BRANDER GARDENS,82,0,4,0
WARD 9,5080,BRANDER GARDENS,83,2,3,0
WARD 9,5080,BRANDER GARDENS,84,3,5,0
WARD 9,5080,BRANDER GARDENS,85+,21,9,0
WARD 9,5080,BRANDER GARDENS,No response,174,147,18
WARD 9,5090,BROOKSIDE,0,7,9,0
WARD 9,5090,BROOKSIDE,1,6,5,0
WARD 9,5090,BROOKSIDE,2,5,10,0
WARD 9,5090,BROOKSIDE,3,8,9,0
WARD 9,5090,BROOKSIDE,4,5,11,0
WARD 9,5090,BROOKSIDE,5,9,6,0
WARD 9,5090,BROOKSIDE,6,7,9,0
WARD 9,5090,BROOKSIDE,7,13,13,0
WARD 9,5090,BROOKSIDE,8,9,5,0
WARD 9,5090,BROOKSIDE,9,6,11,0
WARD 9,5090,BROOKSIDE,10,10,6,0
WARD 9,5090,BROOKSIDE,11,10,9,0
WARD 9,5090,BROOKSIDE,12,3,9,0
WARD 9,5090,BROOKSIDE,13,10,6,0
WARD 9,5090,BROOKSIDE,14,4,7,0
WARD 9,5090,BROOKSIDE,15,15,9,0
WARD 9,5090,BROOKSIDE,16,6,7,0
WARD 9,5090,BROOKSIDE,17,13,8,0
WARD 9,5090,BROOKSIDE,18,13,8,0
WARD 9,5090,BROOKSIDE,19,7,8,0
WARD 9,5090,BROOKSIDE,20,7,3,0
WARD 9,5090,BROOKSIDE,21,11,7,0
WARD 9,5090,BROOKSIDE,22,4,2,0
WARD 9,5090,BROOKSIDE,23,5,5,0
WARD 9,5090,BROOKSIDE,24,1,5,0
WARD 9,5090,BROOKSIDE,25,1,3,0
WARD 9,5090,BROOKSIDE,26,5,6,0
WARD 9,5090,BROOKSIDE,27,1,7,0
WARD 9,5090,BROOKSIDE,28,3,2,0
WARD 9,5090,BROOKSIDE,29,5,3,0
WARD 9,5090,BROOKSIDE,30,5,4,0
WARD 9,5090,BROOKSIDE,31,5,3,0
WARD 9,5090,BROOKSIDE,32,9,5,0
WARD 9,5090,BROOKSIDE,33,6,6,0
WARD 9,5090,BROOKSIDE,34,4,3,0
WARD 9,5090,BROOKSIDE,35,9,9,0
WARD 9,5090,BROOKSIDE,36,12,12,0
WARD 9,5090,BROOKSIDE,37,12,4,0
WARD 9,5090,BROOKSIDE,38,4,8,0
WARD 9,5090,BROOKSIDE,39,2,7,0
WARD 9,5090,BROOKSIDE,40,5,8,0
WARD 9,5090,BROOKSIDE,41,11,7,0
WARD 9,5090,BROOKSIDE,42,7,4,0
WARD 9,5090,BROOKSIDE,43,5,6,0
WARD 9,5090,BROOKSIDE,44,7,7,0
WARD 9,5090,BROOKSIDE,45,7,8,0
WARD 9,5090,BROOKSIDE,46,8,8,0
WARD 9,5090,BROOKSIDE,47,9,9,0
WARD 9,5090,BROOKSIDE,48,6,6,0
WARD 9,5090,BROOKSIDE,49,12,17,0
WARD 9,5090,BROOKSIDE,50,6,5,0
WARD 9,5090,BROOKSIDE,51,10,6,0
WARD 9,5090,BROOKSIDE,52,8,11,0
WARD 9,5090,BROOKSIDE,53,8,8,0
WARD 9,5090,BROOKSIDE,54,12,5,0
WARD 9,5090,BROOKSIDE,55,5,6,0
WARD 9,5090,BROOKSIDE,56,10,9,0
WARD 9,5090,BROOKSIDE,57,6,4,0
WARD 9,5090,BROOKSIDE,58,8,9,0
WARD 9,5090,BROOKSIDE,59,5,11,0
WARD 9,5090,BROOKSIDE,60,12,8,0
WARD 9,5090,BROOKSIDE,61,11,5,0
WARD 9,5090,BROOKSIDE,62,12,8,0
WARD 9,5090,BROOKSIDE,63,7,6,0
WARD 9,5090,BROOKSIDE,64,10,7,0
WARD 9,5090,BROOKSIDE,65,6,9,0
WARD 9,5090,BROOKSIDE,66,8,7,0
WARD 9,5090,BROOKSIDE,67,5,7,0
WARD 9,5090,BROOKSIDE,68,8,7,0
WARD 9,5090,BROOKSIDE,69,5,6,0
WARD 9,5090,BROOKSIDE,70,5,2,0
WARD 9,5090,BROOKSIDE,71,9,5,0
WARD 9,5090,BROOKSIDE,72,6,5,0
WARD 9,5090,BROOKSIDE,73,10,6,0
WARD 9,5090,BROOKSIDE,74,6,5,0
WARD 9,5090,BROOKSIDE,75,3,8,0
WARD 9,5090,BROOKSIDE,76,5,4,0
WARD 9,5090,BROOKSIDE,77,6,3,0
WARD 9,5090,BROOKSIDE,78,8,8,0
WARD 9,5090,BROOKSIDE,79,9,4,0
WARD 9,5090,BROOKSIDE,80,9,9,0
WARD 9,5090,BROOKSIDE,81,7,2,0
WARD 9,5090,BROOKSIDE,82,6,7,0
WARD 9,5090,BROOKSIDE,83,4,3,0
WARD 9,5090,BROOKSIDE,84,4,2,0
WARD 9,5090,BROOKSIDE,85+,11,18,0
WARD 9,5090,BROOKSIDE,No response,410,419,0
WARD 9,5100,BULYEA HEIGHTS,0,4,6,0
WARD 9,5100,BULYEA HEIGHTS,1,1,3,0
WARD 9,5100,BULYEA HEIGHTS,2,4,5,0
WARD 9,5100,BULYEA HEIGHTS,3,5,8,0
WARD 9,5100,BULYEA HEIGHTS,4,11,3,0
WARD 9,5100,BULYEA HEIGHTS,5,8,7,0
WARD 9,5100,BULYEA HEIGHTS,6,5,6,0
WARD 9,5100,BULYEA HEIGHTS,7,6,10,0
WARD 9,5100,BULYEA HEIGHTS,8,8,9,0
WARD 9,5100,BULYEA HEIGHTS,9,10,12,0
WARD 9,5100,BULYEA HEIGHTS,10,7,11,0
WARD 9,5100,BULYEA HEIGHTS,11,4,14,0
WARD 9,5100,BULYEA HEIGHTS,12,9,12,0
WARD 9,5100,BULYEA HEIGHTS,13,7,10,0
WARD 9,5100,BULYEA HEIGHTS,14,5,8,0
WARD 9,5100,BULYEA HEIGHTS,15,11,13,0
WARD 9,5100,BULYEA HEIGHTS,16,10,10,0
WARD 9,5100,BULYEA HEIGHTS,17,12,6,0
WARD 9,5100,BULYEA HEIGHTS,18,12,9,0
WARD 9,5100,BULYEA HEIGHTS,19,10,8,0
WARD 9,5100,BULYEA HEIGHTS,20,9,16,0
WARD 9,5100,BULYEA HEIGHTS,21,10,16,0
WARD 9,5100,BULYEA HEIGHTS,22,11,10,0
WARD 9,5100,BULYEA HEIGHTS,23,7,12,0
WARD 9,5100,BULYEA HEIGHTS,24,6,10,0
WARD 9,5100,BULYEA HEIGHTS,25,7,10,0
WARD 9,5100,BULYEA HEIGHTS,26,5,8,0
WARD 9,5100,BULYEA HEIGHTS,27,3,10,0
WARD 9,5100,BULYEA HEIGHTS,28,7,3,0
WARD 9,5100,BULYEA HEIGHTS,29,3,3,0
WARD 9,5100,BULYEA HEIGHTS,30,5,4,0
WARD 9,5100,BULYEA HEIGHTS,31,5,2,0
WARD 9,5100,BULYEA HEIGHTS,32,3,2,0
WARD 9,5100,BULYEA HEIGHTS,33,3,3,0
WARD 9,5100,BULYEA HEIGHTS,34,7,1,0
WARD 9,5100,BULYEA HEIGHTS,35,5,6,0
WARD 9,5100,BULYEA HEIGHTS,36,5,4,0
WARD 9,5100,BULYEA HEIGHTS,37,12,8,0
WARD 9,5100,BULYEA HEIGHTS,38,6,8,0
WARD 9,5100,BULYEA HEIGHTS,39,8,5,0
WARD 9,5100,BULYEA HEIGHTS,40,12,8,0
WARD 9,5100,BULYEA HEIGHTS,41,6,8,0
WARD 9,5100,BULYEA HEIGHTS,42,8,3,0
WARD 9,5100,BULYEA HEIGHTS,43,11,8,0
WARD 9,5100,BULYEA HEIGHTS,44,8,9,0
WARD 9,5100,BULYEA HEIGHTS,45,10,7,0
WARD 9,5100,BULYEA HEIGHTS,46,8,9,0
WARD 9,5100,BULYEA HEIGHTS,47,11,7,0
WARD 9,5100,BULYEA HEIGHTS,48,11,8,0
WARD 9,5100,BULYEA HEIGHTS,49,5,6,0
WARD 9,5100,BULYEA HEIGHTS,50,9,9,0
WARD 9,5100,BULYEA HEIGHTS,51,15,5,1
WARD 9,5100,BULYEA HEIGHTS,52,16,10,0
WARD 9,5100,BULYEA HEIGHTS,53,10,11,0
WARD 9,5100,BULYEA HEIGHTS,54,19,5,0
WARD 9,5100,BULYEA HEIGHTS,55,17,19,0
WARD 9,5100,BULYEA HEIGHTS,56,22,17,0
WARD 9,5100,BULYEA HEIGHTS,57,18,20,0
WARD 9,5100,BULYEA HEIGHTS,58,20,24,0
WARD 9,5100,BULYEA HEIGHTS,59,15,15,0
WARD 9,5100,BULYEA HEIGHTS,60,23,21,0
WARD 9,5100,BULYEA HEIGHTS,61,20,17,0
WARD 9,5100,BULYEA HEIGHTS,62,22,19,0
WARD 9,5100,BULYEA HEIGHTS,63,15,17,0
WARD 9,5100,BULYEA HEIGHTS,64,13,7,0
WARD 9,5100,BULYEA HEIGHTS,65,13,17,0
WARD 9,5100,BULYEA HEIGHTS,66,19,11,0
WARD 9,5100,BULYEA HEIGHTS,67,13,13,0
WARD 9,5100,BULYEA HEIGHTS,68,13,15,0
WARD 9,5100,BULYEA HEIGHTS,69,13,16,0
WARD 9,5100,BULYEA HEIGHTS,70,6,8,0
WARD 9,5100,BULYEA HEIGHTS,71,13,10,0
WARD 9,5100,BULYEA HEIGHTS,72,7,10,0
WARD 9,5100,BULYEA HEIGHTS,73,10,9,0
WARD 9,5100,BULYEA HEIGHTS,74,7,8,0
WARD 9,5100,BULYEA HEIGHTS,75,7,5,0
WARD 9,5100,BULYEA HEIGHTS,76,9,2,0
WARD 9,5100,BULYEA HEIGHTS,77,6,5,1
WARD 9,5100,BULYEA HEIGHTS,78,3,7,0
WARD 9,5100,BULYEA HEIGHTS,79,2,5,0
WARD 9,5100,BULYEA HEIGHTS,80,1,5,0
WARD 9,5100,BULYEA HEIGHTS,81,7,2,0
WARD 9,5100,BULYEA HEIGHTS,82,3,7,0
WARD 9,5100,BULYEA HEIGHTS,83,6,4,0
WARD 9,5100,BULYEA HEIGHTS,84,2,0,0
WARD 9,5100,BULYEA HEIGHTS,85+,19,14,0
WARD 9,5100,BULYEA HEIGHTS,No response,950,914,1
WARD 9,5130,CARTER CREST,0,5,0,0
WARD 9,5130,CARTER CREST,1,7,2,0
WARD 9,5130,CARTER CREST,2,4,6,0
WARD 9,5130,CARTER CREST,3,3,4,0
WARD 9,5130,CARTER CREST,4,6,2,0
WARD 9,5130,CARTER CREST,5,9,6,0
WARD 9,5130,CARTER CREST,6,1,7,0
WARD 9,5130,CARTER CREST,7,7,4,0
WARD 9,5130,CARTER CREST,8,12,7,0
WARD 9,5130,CARTER CREST,9,3,5,0
WARD 9,5130,CARTER CREST,10,7,3,0
WARD 9,5130,CARTER CREST,11,10,6,0
WARD 9,5130,CARTER CREST,12,5,10,0
WARD 9,5130,CARTER CREST,13,5,8,0
WARD 9,5130,CARTER CREST,14,2,8,0
WARD 9,5130,CARTER CREST,15,13,7,0
WARD 9,5130,CARTER CREST,16,6,4,0
WARD 9,5130,CARTER CREST,17,9,7,0
WARD 9,5130,CARTER CREST,18,7,7,0
WARD 9,5130,CARTER CREST,19,11,7,0
WARD 9,5130,CARTER CREST,20,7,11,1
WARD 9,5130,CARTER CREST,21,5,12,0
WARD 9,5130,CARTER CREST,22,4,6,1
WARD 9,5130,CARTER CREST,23,8,2,0
WARD 9,5130,CARTER CREST,24,11,1,0
WARD 9,5130,CARTER CREST,25,5,7,0
WARD 9,5130,CARTER CREST,26,4,3,0
WARD 9,5130,CARTER CREST,27,7,4,0
WARD 9,5130,CARTER CREST,28,2,4,0
WARD 9,5130,CARTER CREST,29,7,4,0
WARD 9,5130,CARTER CREST,30,2,4,0
WARD 9,5130,CARTER CREST,31,1,2,0
WARD 9,5130,CARTER CREST,32,5,3,0
WARD 9,5130,CARTER CREST,33,4,1,0
WARD 9,5130,CARTER CREST,34,4,5,0
WARD 9,5130,CARTER CREST,35,5,3,0
WARD 9,5130,CARTER CREST,36,5,7,0
WARD 9,5130,CARTER CREST,37,7,6,0
WARD 9,5130,CARTER CREST,38,6,4,0
WARD 9,5130,CARTER CREST,39,10,7,0
WARD 9,5130,CARTER CREST,40,4,2,0
WARD 9,5130,CARTER CREST,41,2,3,0
WARD 9,5130,CARTER CREST,42,4,4,0
WARD 9,5130,CARTER CREST,43,4,6,0
WARD 9,5130,CARTER CREST,44,4,5,0
WARD 9,5130,CARTER CREST,45,9,11,0
WARD 9,5130,CARTER CREST,46,11,4,0
WARD 9,5130,CARTER CREST,47,14,8,0
WARD 9,5130,CARTER CREST,48,8,8,0
WARD 9,5130,CARTER CREST,49,6,3,0
WARD 9,5130,CARTER CREST,50,10,5,0
WARD 9,5130,CARTER CREST,51,13,7,0
WARD 9,5130,CARTER CREST,52,11,16,1
WARD 9,5130,CARTER CREST,53,12,15,0
WARD 9,5130,CARTER CREST,54,8,13,0
WARD 9,5130,CARTER CREST,55,13,8,0
WARD 9,5130,CARTER CREST,56,19,7,0
WARD 9,5130,CARTER CREST,57,12,8,0
WARD 9,5130,CARTER CREST,58,9,11,0
WARD 9,5130,CARTER CREST,59,19,11,1
WARD 9,5130,CARTER CREST,60,15,16,0
WARD 9,5130,CARTER CREST,61,8,7,0
WARD 9,5130,CARTER CREST,62,13,11,0
WARD 9,5130,CARTER CREST,63,14,6,0
WARD 9,5130,CARTER CREST,64,6,13,0
WARD 9,5130,CARTER CREST,65,11,8,0
WARD 9,5130,CARTER CREST,66,11,8,0
WARD 9,5130,CARTER CREST,67,8,9,0
WARD 9,5130,CARTER CREST,68,9,14,0
WARD 9,5130,CARTER CREST,69,4,12,0
WARD 9,5130,CARTER CREST,70,9,11,0
WARD 9,5130,CARTER CREST,71,9,10,0
WARD 9,5130,CARTER CREST,72,9,5,0
WARD 9,5130,CARTER CREST,73,2,9,0
WARD 9,5130,CARTER CREST,74,6,2,0
WARD 9,5130,CARTER CREST,75,1,4,0
WARD 9,5130,CARTER CREST,76,5,3,0
WARD 9,5130,CARTER CREST,77,4,2,0
WARD 9,5130,CARTER CREST,78,4,5,0
WARD 9,5130,CARTER CREST,79,3,6,0
WARD 9,5130,CARTER CREST,80,5,2,0
WARD 9,5130,CARTER CREST,81,1,5,0
WARD 9,5130,CARTER CREST,82,4,2,0
WARD 9,5130,CARTER CREST,83,5,4,0
WARD 9,5130,CARTER CREST,84,3,4,0
WARD 9,5130,CARTER CREST,85+,9,11,0
WARD 9,5130,CARTER CREST,No response,239,218,0
WARD 9,5190,FALCONER HEIGHTS,0,6,3,0
WARD 9,5190,FALCONER HEIGHTS,1,3,2,0
WARD 9,5190,FALCONER HEIGHTS,2,3,2,0
WARD 9,5190,FALCONER HEIGHTS,3,4,5,0
WARD 9,5190,FALCONER HEIGHTS,4,1,2,0
WARD 9,5190,FALCONER HEIGHTS,5,5,6,0
WARD 9,5190,FALCONER HEIGHTS,6,7,6,0
WARD 9,5190,FALCONER HEIGHTS,7,9,4,0
WARD 9,5190,FALCONER HEIGHTS,8,8,7,0
WARD 9,5190,FALCONER HEIGHTS,9,12,10,0
WARD 9,5190,FALCONER HEIGHTS,10,6,8,0
WARD 9,5190,FALCONER HEIGHTS,11,9,5,0
WARD 9,5190,FALCONER HEIGHTS,12,9,9,0
WARD 9,5190,FALCONER HEIGHTS,13,11,9,0
WARD 9,5190,FALCONER HEIGHTS,14,9,7,0
WARD 9,5190,FALCONER HEIGHTS,15,7,13,0
WARD 9,5190,FALCONER HEIGHTS,16,12,9,0
WARD 9,5190,FALCONER HEIGHTS,17,4,10,0
WARD 9,5190,FALCONER HEIGHTS,18,8,9,0
WARD 9,5190,FALCONER HEIGHTS,19,9,8,0
WARD 9,5190,FALCONER HEIGHTS,20,12,8,0
WARD 9,5190,FALCONER HEIGHTS,21,9,11,0
WARD 9,5190,FALCONER HEIGHTS,22,4,9,0
WARD 9,5190,FALCONER HEIGHTS,23,14,6,0
WARD 9,5190,FALCONER HEIGHTS,24,6,5,0
WARD 9,5190,FALCONER HEIGHTS,25,16,4,0
WARD 9,5190,FALCONER HEIGHTS,26,5,7,0
WARD 9,5190,FALCONER HEIGHTS,27,3,4,0
WARD 9,5190,FALCONER HEIGHTS,28,2,1,0
WARD 9,5190,FALCONER HEIGHTS,29,2,2,0
WARD 9,5190,FALCONER HEIGHTS,30,2,1,0
WARD 9,5190,FALCONER HEIGHTS,31,4,3,0
WARD 9,5190,FALCONER HEIGHTS,32,5,3,0
WARD 9,5190,FALCONER HEIGHTS,33,2,5,0
WARD 9,5190,FALCONER HEIGHTS,34,2,3,0
WARD 9,5190,FALCONER HEIGHTS,35,6,4,0
WARD 9,5190,FALCONER HEIGHTS,36,5,2,0
WARD 9,5190,FALCONER HEIGHTS,37,6,5,0
WARD 9,5190,FALCONER HEIGHTS,38,8,0,0
WARD 9,5190,FALCONER HEIGHTS,39,8,5,0
WARD 9,5190,FALCONER HEIGHTS,40,11,5,0
WARD 9,5190,FALCONER HEIGHTS,41,7,6,0
WARD 9,5190,FALCONER HEIGHTS,42,4,11,0
WARD 9,5190,FALCONER HEIGHTS,43,6,6,0
WARD 9,5190,FALCONER HEIGHTS,44,7,9,0
WARD 9,5190,FALCONER HEIGHTS,45,12,10,0
WARD 9,5190,FALCONER HEIGHTS,46,12,9,0
WARD 9,5190,FALCONER HEIGHTS,47,9,9,0
WARD 9,5190,FALCONER HEIGHTS,48,7,10,0
WARD 9,5190,FALCONER HEIGHTS,49,17,9,0
WARD 9,5190,FALCONER HEIGHTS,50,11,3,0
WARD 9,5190,FALCONER HEIGHTS,51,6,14,0
WARD 9,5190,FALCONER HEIGHTS,52,18,6,0
WARD 9,5190,FALCONER HEIGHTS,53,12,9,0
WARD 9,5190,FALCONER HEIGHTS,54,11,9,0
WARD 9,5190,FALCONER HEIGHTS,55,12,11,0
WARD 9,5190,FALCONER HEIGHTS,56,8,11,0
WARD 9,5190,FALCONER HEIGHTS,57,6,10,0
WARD 9,5190,FALCONER HEIGHTS,58,12,14,0
WARD 9,5190,FALCONER HEIGHTS,59,6,9,0
WARD 9,5190,FALCONER HEIGHTS,60,8,9,0
WARD 9,5190,FALCONER HEIGHTS,61,14,3,0
WARD 9,5190,FALCONER HEIGHTS,62,12,5,0
WARD 9,5190,FALCONER HEIGHTS,63,12,16,0
WARD 9,5190,FALCONER HEIGHTS,64,14,8,0
WARD 9,5190,FALCONER HEIGHTS,65,5,9,0
WARD 9,5190,FALCONER HEIGHTS,66,5,6,0
WARD 9,5190,FALCONER HEIGHTS,67,9,8,0
WARD 9,5190,FALCONER HEIGHTS,68,6,7,0
WARD 9,5190,FALCONER HEIGHTS,69,6,8,0
WARD 9,5190,FALCONER HEIGHTS,70,7,1,0
WARD 9,5190,FALCONER HEIGHTS,71,9,5,0
WARD 9,5190,FALCONER HEIGHTS,72,8,6,0
WARD 9,5190,FALCONER HEIGHTS,73,2,2,0
WARD 9,5190,FALCONER HEIGHTS,74,10,4,0
WARD 9,5190,FALCONER HEIGHTS,75,5,7,0
WARD 9,5190,FALCONER HEIGHTS,76,3,7,0
WARD 9,5190,FALCONER HEIGHTS,77,4,7,0
WARD 9,5190,FALCONER HEIGHTS,78,5,2,0
WARD 9,5190,FALCONER HEIGHTS,79,6,3,0
WARD 9,5190,FALCONER HEIGHTS,80,7,1,0
WARD 9,5190,FALCONER HEIGHTS,81,6,2,0
WARD 9,5190,FALCONER HEIGHTS,82,5,2,0
WARD 9,5190,FALCONER HEIGHTS,83,9,3,0
WARD 9,5190,FALCONER HEIGHTS,84,7,8,0
WARD 9,5190,FALCONER HEIGHTS,85+,171,62,0
WARD 9,5190,FALCONER HEIGHTS,No response,298,254,0
WARD 9,5230,HENDERSON ESTATES,0,3,4,0
WARD 9,5230,HENDERSON ESTATES,1,2,5,0
WARD 9,5230,HENDERSON ESTATES,2,7,1,0
WARD 9,5230,HENDERSON ESTATES,3,6,7,0
WARD 9,5230,HENDERSON ESTATES,4,5,3,0
WARD 9,5230,HENDERSON ESTATES,5,5,7,0
WARD 9,5230,HENDERSON ESTATES,6,6,5,0
WARD 9,5230,HENDERSON ESTATES,7,3,7,0
WARD 9,5230,HENDERSON ESTATES,8,7,12,0
WARD 9,5230,HENDERSON ESTATES,9,5,9,0
WARD 9,5230,HENDERSON ESTATES,10,11,14,0
WARD 9,5230,HENDERSON ESTATES,11,16,17,0
WARD 9,5230,HENDERSON ESTATES,12,9,5,0
WARD 9,5230,HENDERSON ESTATES,13,11,15,0
WARD 9,5230,HENDERSON ESTATES,14,6,14,0
WARD 9,5230,HENDERSON ESTATES,15,14,13,0
WARD 9,5230,HENDERSON ESTATES,16,9,17,0
WARD 9,5230,HENDERSON ESTATES,17,13,14,0
WARD 9,5230,HENDERSON ESTATES,18,17,9,0
WARD 9,5230,HENDERSON ESTATES,19,9,10,0
WARD 9,5230,HENDERSON ESTATES,20,10,16,0
WARD 9,5230,HENDERSON ESTATES,21,5,11,0
WARD 9,5230,HENDERSON ESTATES,22,5,16,0
WARD 9,5230,HENDERSON ESTATES,23,9,17,0
WARD 9,5230,HENDERSON ESTATES,24,9,9,0
WARD 9,5230,HENDERSON ESTATES,25,3,4,0
WARD 9,5230,HENDERSON ESTATES,26,9,8,0
WARD 9,5230,HENDERSON ESTATES,27,5,5,0
WARD 9,5230,HENDERSON ESTATES,28,5,2,0
WARD 9,5230,HENDERSON ESTATES,29,7,2,0
WARD 9,5230,HENDERSON ESTATES,30,5,3,0
WARD 9,5230,HENDERSON ESTATES,31,5,6,0
WARD 9,5230,HENDERSON ESTATES,32,5,6,0
WARD 9,5230,HENDERSON ESTATES,33,5,6,0
WARD 9,5230,HENDERSON ESTATES,34,5,6,0
WARD 9,5230,HENDERSON ESTATES,35,8,8,0
WARD 9,5230,HENDERSON ESTATES,36,7,5,0
WARD 9,5230,HENDERSON ESTATES,37,5,3,0
WARD 9,5230,HENDERSON ESTATES,38,2,6,0
WARD 9,5230,HENDERSON ESTATES,39,7,7,0
WARD 9,5230,HENDERSON ESTATES,40,5,6,0
WARD 9,5230,HENDERSON ESTATES,41,9,7,0
WARD 9,5230,HENDERSON ESTATES,42,21,9,0
WARD 9,5230,HENDERSON ESTATES,43,9,6,0
WARD 9,5230,HENDERSON ESTATES,44,7,9,0
WARD 9,5230,HENDERSON ESTATES,45,15,10,0
WARD 9,5230,HENDERSON ESTATES,46,13,12,0
WARD 9,5230,HENDERSON ESTATES,47,21,13,0
WARD 9,5230,HENDERSON ESTATES,48,14,13,0
WARD 9,5230,HENDERSON ESTATES,49,15,9,0
WARD 9,5230,HENDERSON ESTATES,50,9,10,0
WARD 9,5230,HENDERSON ESTATES,51,14,12,0
WARD 9,5230,HENDERSON ESTATES,52,16,12,0
WARD 9,5230,HENDERSON ESTATES,53,10,15,0
WARD 9,5230,HENDERSON ESTATES,54,10,13,0
WARD 9,5230,HENDERSON ESTATES,55,17,11,0
WARD 9,5230,HENDERSON ESTATES,56,14,10,0
WARD 9,5230,HENDERSON ESTATES,57,18,20,0
WARD 9,5230,HENDERSON ESTATES,58,19,14,0
WARD 9,5230,HENDERSON ESTATES,59,22,16,0
WARD 9,5230,HENDERSON ESTATES,60,16,21,0
WARD 9,5230,HENDERSON ESTATES,61,15,14,0
WARD 9,5230,HENDERSON ESTATES,62,17,11,0
WARD 9,5230,HENDERSON ESTATES,63,23,13,0
WARD 9,5230,HENDERSON ESTATES,64,13,11,0
WARD 9,5230,HENDERSON ESTATES,65,9,18,0
WARD 9,5230,HENDERSON ESTATES,66,15,8,0
WARD 9,5230,HENDERSON ESTATES,67,13,10,0
WARD 9,5230,HENDERSON ESTATES,68,7,19,0
WARD 9,5230,HENDERSON ESTATES,69,11,16,0
WARD 9,5230,HENDERSON ESTATES,70,7,5,0
